atime,name.1,zeros,w.1.1,link.1.2,name.2,p.1.2,w.2.1
302.8544,user1,0,2,user11,webserver,1525,6
303.016,user1,0,22,user11,webserver,1852,150
303.2378,user1,0,14,user11,webserver,1707,115
304.551,user1,0,273,user11,webserver,1881,60
304.6878,user1,0,1,user11,webserver,1573,1
304.7824,user1,0,726,user11,webserver,1778,3
304.8185,user1,0,6,user11,webserver,1719,632
305.0495,user1,0,115,user11,webserver,2137,136
305.202,user1,0,120,user11,webserver,690,163
305.386,user1,0,675,user11,webserver,1550,20
305.5658,user1,0,1,user11,webserver,1480,17
305.6253,user1,0,13,user11,webserver,1501,3806
305.7106,user1,0,24,user11,webserver,1010,2191
305.819,user1,0,37,user11,webserver,1290,16
306.2361,user1,0,30,user11,webserver,1803,322
306.524,user1,0,138,user11,webserver,1734,746
306.6942,user1,0,18,user11,webserver,1258,283
307.0263,user1,0,17,user11,webserver,1226,69
307.3473,user1,0,81,user11,webserver,1162,262
307.8472,user1,0,100,user11,webserver,1391,3
308.039,user1,0,58,user11,webserver,1778,219
308.3075,user1,0,14,user11,webserver,1554,125
308.4152,user1,0,13,user11,webserver,1453,2
308.5426,user1,0,32,user11,webserver,1089,966
308.595,user1,0,427,user11,webserver,1390,106
308.7663,user1,0,600,user11,webserver,1350,459
309.052,user1,0,4,user11,webserver,1185,7
309.0947,user1,0,77,user11,webserver,2027,259
309.1236,user1,0,428,user11,webserver,1258,1666
309.1455,user1,0,17,user11,webserver,1690,31
309.1611,user1,0,477,user11,webserver,1127,952
309.387,user1,0,5,user11,webserver,1701,49
309.4515,user1,0,170,user11,webserver,1453,52
309.4829,user1,0,393,user11,webserver,2004,52
309.5464,user1,0,479,user11,webserver,977,2
309.6375,user1,0,408,user11,webserver,1573,612
310.0187,user1,0,80,user11,webserver,1463,50
310.2318,user1,0,53,user11,webserver,1558,10
310.2987,user1,0,320,user11,webserver,1549,315
310.5249,user1,0,442,user11,webserver,1786,142
310.5464,user1,0,3,user11,webserver,1751,43
310.6542,user1,0,1972,user11,webserver,950,65
310.7522,user1,0,66,user11,webserver,1401,7
310.7973,user1,0,22,user11,webserver,1762,167
310.8279,user1,0,40,user11,webserver,1595,27
311.034,user1,0,343,user11,webserver,1489,25
311.1739,user1,0,137,user11,webserver,1806,385
311.2,user1,0,33,user11,webserver,2178,255
311.2187,user1,0,148,user11,webserver,1792,48
311.4828,user1,0,55,user11,webserver,1399,143
311.6904,user1,0,98,user11,webserver,1868,222
311.7703,user1,0,114,user11,webserver,1658,42
311.8543,user1,0,148,user11,webserver,1489,39
311.9524,user1,0,124,user11,webserver,1834,116
312.1408,user1,0,209,user11,webserver,1750,40
312.5458,user1,0,16,user11,webserver,1938,37
312.6722,user1,0,133,user11,webserver,2031,81
312.6853,user1,0,97,user11,webserver,1871,17
312.8723,user1,0,650,user11,webserver,1120,28
312.9186,user1,0,102,user11,webserver,1372,8
313.0778,user1,0,41,user11,webserver,1427,284
313.1112,user1,0,4,user11,webserver,1463,398
313.1279,user1,0,15,user11,webserver,1560,32
313.2181,user1,0,210,user11,webserver,917,4
313.2621,user1,0,49,user11,webserver,1733,30
313.2755,user1,0,125,user11,webserver,1763,8
314.9649,user1,0,384,user11,webserver,1931,56
314.9764,user1,0,8,user11,webserver,1486,512
314.9898,user1,0,79,user11,webserver,1656,137
315.7337,user1,0,12,user11,webserver,1193,361
315.7663,user1,0,86,user11,webserver,1646,66
315.8916,user1,0,4,user11,webserver,1863,4753
316.5725,user1,0,411,user11,webserver,1276,173
316.7368,user1,0,8,user11,webserver,1740,91
316.8932,user1,0,18,user11,webserver,1567,159
316.9695,user1,0,10,user11,webserver,1228,32
317.0795,user1,0,21,user11,webserver,1650,4218
317.1026,user1,0,61,user11,webserver,1581,2
317.1183,user1,0,74,user11,webserver,1508,957
317.6862,user1,0,188,user11,webserver,1336,125
317.811,user1,0,14,user11,webserver,1165,33
317.851,user1,0,67,user11,webserver,1589,294
317.8761,user1,0,109,user11,webserver,1242,81
318.2732,user1,0,133,user11,webserver,1279,56
318.3285,user1,0,6,user11,webserver,1287,16
318.3452,user1,0,40,user11,webserver,1459,270
318.4205,user1,0,133,user11,webserver,820,23
318.49,user1,0,34,user11,webserver,1963,85
318.6709,user1,0,63,user11,webserver,1437,10
318.8078,user1,0,1,user11,webserver,1516,5
318.9044,user1,0,85,user11,webserver,1572,30
319.3188,user1,0,58,user11,webserver,1612,243
319.4601,user1,0,66,user11,webserver,1483,13
319.5022,user1,0,44,user11,webserver,1807,35
319.6228,user1,0,64,user11,webserver,1767,26
320.1116,user1,0,5,user11,webserver,1417,154
320.1806,user1,0,181,user11,webserver,1414,17
320.5755,user1,0,1,user11,webserver,1798,74
320.5885,user1,0,589,user11,webserver,1477,58
320.8238,user1,0,163,user11,webserver,1961,17
320.967,user1,0,324,user11,webserver,1776,14
321.0559,user1,0,10,user11,webserver,1783,858
321.2148,user1,0,3,user11,webserver,1355,689
321.4657,user1,0,67,user11,webserver,1480,96
321.5261,user1,0,115,user11,webserver,1186,3
321.691,user1,0,30,user11,webserver,1690,442
321.96,user1,0,77,user11,webserver,1471,14
322.0922,user1,0,70,user11,webserver,1219,127
322.1867,user1,0,92,user11,webserver,1451,36
322.2042,user1,0,39,user11,webserver,1511,107
322.4681,user1,0,56,user11,webserver,1398,9
322.6797,user1,0,58,user11,webserver,1338,172
322.7669,user1,0,196,user11,webserver,1859,372
322.8175,user1,0,6,user11,webserver,1423,157
323.2839,user1,0,39,user11,webserver,1513,97
323.7525,user1,0,36,user11,webserver,1658,617
323.8554,user1,0,19,user11,webserver,1714,22
323.8822,user1,0,14,user11,webserver,1832,7
323.917,user1,0,5,user11,webserver,829,193
323.9822,user1,0,50,user11,webserver,1772,4
324.043,user1,0,342,user11,webserver,1480,164
324.0979,user1,0,153,user11,webserver,1774,49
324.1426,user1,0,3,user11,webserver,1225,212
324.2215,user1,0,79,user11,webserver,1689,165
324.2781,user1,0,8,user11,webserver,1434,63
324.3622,user1,0,26,user11,webserver,1732,52
324.4324,user1,0,98,user11,webserver,1717,805
324.7211,user1,0,1498,user11,webserver,1554,852
324.8605,user1,0,32,user11,webserver,1226,2001
324.8895,user1,0,109,user11,webserver,1860,617
325.1174,user1,0,21,user11,webserver,1371,16
325.1982,user1,0,1536,user11,webserver,843,169
325.2309,user1,0,100,user11,webserver,1663,52
325.4461,user1,0,97,user11,webserver,1415,26
325.5608,user1,0,20,user11,webserver,1132,25
325.5922,user1,0,334,user11,webserver,1385,169
325.8403,user1,0,0,user11,webserver,1785,334
326.0234,user1,0,226,user11,webserver,1868,1083
326.0628,user1,0,59,user11,webserver,1073,34
326.1869,user1,0,201,user11,webserver,1157,92
326.4217,user1,0,9,user11,webserver,1212,144
326.4835,user1,0,49,user11,webserver,1072,8
326.5077,user1,0,255,user11,webserver,1873,17
327.1431,user1,0,29,user11,webserver,1305,28
327.4138,user1,0,9,user11,webserver,1355,89
327.5524,user1,0,26,user11,webserver,1561,176
327.6056,user1,0,157,user11,webserver,1551,26
327.8013,user1,0,9,user11,webserver,1207,8
328.2723,user1,0,29,user11,webserver,1624,365
328.4693,user1,0,22,user11,webserver,1695,848
328.6982,user1,0,26,user11,webserver,1989,9377
329.1,user1,0,28,user11,webserver,1945,13
329.138,user1,0,74,user11,webserver,1661,123
329.4825,user1,0,8,user11,webserver,1451,140
329.8386,user1,0,3,user11,webserver,1596,43
330.2147,user1,0,50,user11,webserver,1571,1
330.4022,user1,0,122,user11,webserver,1378,583
330.5208,user1,0,505,user11,webserver,1395,3154
330.9443,user1,0,56,user11,webserver,1221,356
331.0547,user1,0,331,user11,webserver,1375,31
331.1038,user1,0,173,user11,webserver,2018,302
331.4136,user1,0,124,user11,webserver,1193,9
331.4716,user1,0,57,user11,webserver,1687,376
331.5003,user1,0,17,user11,webserver,1495,38
331.5956,user1,0,9,user11,webserver,1210,11677
331.8479,user1,0,17,user11,webserver,1110,41
332.1147,user1,0,15,user11,webserver,1895,11
332.1639,user1,0,11,user11,webserver,1323,105
332.1992,user1,0,1,user11,webserver,1433,76
332.3672,user1,0,151,user11,webserver,1200,21
332.5865,user1,0,4,user11,webserver,1082,134
332.6319,user1,0,120,user11,webserver,1827,56
332.6688,user1,0,63,user11,webserver,1793,8
332.8702,user1,0,121,user11,webserver,1367,3596
333.176,user1,0,193,user11,webserver,1119,15
333.5318,user1,0,103,user11,webserver,1153,50
333.5889,user1,0,32,user11,webserver,1675,128
333.6863,user1,0,131,user11,webserver,1971,16
333.8132,user1,0,900,user11,webserver,1332,33
333.8745,user1,0,74,user11,webserver,1568,81
334.022,user1,0,3,user11,webserver,2212,21
334.2053,user1,0,34,user11,webserver,1035,686
334.2634,user1,0,513,user11,webserver,916,712
334.2677,user1,0,24,user11,webserver,1182,37
334.4123,user1,0,192,user11,webserver,1259,317
334.8374,user1,0,9,user11,webserver,1369,29
334.8691,user1,0,184,user11,webserver,1201,38
334.8885,user1,0,492,user11,webserver,1596,208
334.923,user1,0,198,user11,webserver,1609,693
334.9522,user1,0,208,user11,webserver,1878,7
335.6206,user1,0,27,user11,webserver,1692,39
335.6413,user1,0,2,user11,webserver,1839,1
335.7292,user1,0,9,user11,webserver,1351,401
335.7636,user1,0,37,user11,webserver,1623,70
335.7847,user1,0,85,user11,webserver,1904,108
335.796,user1,0,114,user11,webserver,1529,324
335.8168,user1,0,158,user11,webserver,1844,2
335.818,user1,0,26,user11,webserver,1655,20
336.0295,user1,0,5,user11,webserver,1639,64
336.0684,user1,0,42,user11,webserver,1143,213
336.2921,user1,0,123,user11,webserver,886,176
336.5289,user1,0,32,user11,webserver,1653,125
336.543,user1,0,100,user11,webserver,1072,65
336.5657,user1,0,866,user11,webserver,1541,12
336.6613,user1,0,32,user11,webserver,1054,59
336.6966,user1,0,222,user11,webserver,1320,4
336.9347,user1,0,0,user11,webserver,1219,1029
337.047,user1,0,1379,user11,webserver,1599,389
337.108,user1,0,317,user11,webserver,1560,15
337.186,user1,0,93,user11,webserver,1151,345
337.6103,user1,0,4,user11,webserver,1480,13
337.6875,user1,0,1467,user11,webserver,1466,536
337.8218,user1,0,201,user11,webserver,1535,417
337.8812,user1,0,110,user11,webserver,1481,451
338.0607,user1,0,17,user11,webserver,1693,21
338.0767,user1,0,20,user11,webserver,1297,55
338.1204,user1,0,85,user11,webserver,995,1074
338.7888,user1,0,619,user11,webserver,1818,17
338.9301,user1,0,23,user11,webserver,1893,611
338.9859,user1,0,65,user11,webserver,1812,2
339.0277,user1,0,11,user11,webserver,1701,907
339.1257,user1,0,1652,user11,webserver,1412,12
339.1644,user1,0,80,user11,webserver,1555,114
339.4557,user1,0,56,user11,webserver,1091,183
339.5048,user1,0,82,user11,webserver,1675,72
339.5647,user1,0,20,user11,webserver,1472,335
339.6143,user1,0,8,user11,webserver,1669,38
339.8443,user1,0,116,user11,webserver,910,78
339.9555,user1,0,41,user11,webserver,1446,12
340.0222,user1,0,59,user11,webserver,1398,127
340.0408,user1,0,12,user11,webserver,1604,8
340.1041,user1,0,74,user11,webserver,1531,37
340.1969,user1,0,168,user11,webserver,1604,49
340.4002,user1,0,6,user11,webserver,1553,97
340.6646,user1,0,81,user11,webserver,1800,15
340.742,user1,0,12,user11,webserver,1004,98
340.8025,user1,0,4,user11,webserver,1067,144
340.8359,user1,0,290,user11,webserver,1555,24
341.1496,user1,0,39,user11,webserver,1216,18
341.2407,user1,0,38,user11,webserver,1400,1
341.3512,user1,0,490,user11,webserver,1598,549
341.4118,user1,0,34,user11,webserver,1638,25
341.8063,user1,0,13,user11,webserver,1252,87
341.8248,user1,0,3,user11,webserver,1179,708
341.8753,user1,0,91,user11,webserver,1140,43
342.0542,user1,0,62,user11,webserver,1068,55
342.0817,user1,0,607,user11,webserver,1017,8
342.1458,user1,0,812,user11,webserver,1321,156
342.2185,user1,0,27,user11,webserver,1496,59
342.8445,user1,0,177,user11,webserver,1640,55
342.8641,user1,0,342,user11,webserver,851,70
342.9285,user1,0,4,user11,webserver,1585,203
343.2017,user1,0,22,user11,webserver,1568,64
343.4448,user1,0,11,user11,webserver,1893,111
343.4705,user1,0,246,user11,webserver,1806,68
343.6145,user1,0,46,user11,webserver,1625,10
343.7021,user1,0,65,user11,webserver,1119,2
343.724,user1,0,102,user11,webserver,1254,17
343.77,user1,0,7,user11,webserver,1870,200
343.8079,user1,0,52,user11,webserver,1444,255
344.0781,user1,0,14,user11,webserver,1882,26
344.0853,user1,0,363,user11,webserver,1758,116
344.2424,user1,0,47,user11,webserver,1257,502
344.3028,user1,0,114,user11,webserver,1416,81
344.3262,user1,0,26,user11,webserver,1279,21
344.4832,user1,0,70,user11,webserver,1618,11
344.578,user1,0,229,user11,webserver,1345,99
345.3466,user1,0,111,user11,webserver,988,594
345.6867,user1,0,6,user11,webserver,1357,152
345.7446,user1,0,38,user11,webserver,1859,19
345.8414,user1,0,620,user11,webserver,1420,283
345.9804,user1,0,79,user11,webserver,1921,92
346.0366,user1,0,67,user11,webserver,2287,18
346.1842,user1,0,84,user11,webserver,1480,10
346.2421,user1,0,134,user11,webserver,1839,187
346.4031,user1,0,0,user11,webserver,1215,57
346.5712,user1,0,9,user11,webserver,1419,106
346.6874,user1,0,18,user11,webserver,972,142
346.7212,user1,0,521,user11,webserver,1066,451
346.96,user1,0,707,user11,webserver,971,698
347.1328,user1,0,19,user11,webserver,1342,15
347.233,user1,0,38,user11,webserver,1670,29
347.6569,user1,0,250,user11,webserver,1415,7
347.8562,user1,0,125,user11,webserver,1615,291
347.9666,user1,0,285,user11,webserver,1919,1648
348.0241,user1,0,55,user11,webserver,1411,29
348.121,user1,0,272,user11,webserver,2050,32
348.2148,user1,0,290,user11,webserver,1847,25
348.2264,user1,0,16,user11,webserver,1120,452
348.2709,user1,0,3,user11,webserver,1516,152
348.7732,user1,0,53,user11,webserver,1424,1483
348.8553,user1,0,105,user11,webserver,1748,30
348.9593,user1,0,90,user11,webserver,1150,207
348.9694,user1,0,27,user11,webserver,1168,33
349.1222,user1,0,17,user11,webserver,866,70
349.138,user1,0,20,user11,webserver,1609,279
349.1588,user1,0,491,user11,webserver,1580,25
349.4434,user1,0,271,user11,webserver,1068,54
349.6659,user1,0,30,user11,webserver,1809,222
349.7748,user1,0,15,user11,webserver,1809,2
350.058,user1,0,3,user11,webserver,1290,425
350.2272,user1,0,51,user11,webserver,1250,38
350.2969,user1,0,82,user11,webserver,1547,34
350.3735,user1,0,49,user11,webserver,1561,22
350.3938,user1,0,28,user11,webserver,694,66
350.627,user1,0,4,user11,webserver,1656,38
350.772,user1,0,5,user11,webserver,1481,53
351.1617,user1,0,646,user11,webserver,896,89
351.1971,user1,0,75,user11,webserver,1699,188
351.2425,user1,0,45,user11,webserver,2101,32
351.2833,user1,0,57,user11,webserver,1114,47
351.4915,user1,0,142,user11,webserver,1878,35
351.7672,user1,0,608,user11,webserver,1370,111
351.792,user1,0,3,user11,webserver,2295,22
352.0344,user1,0,27,user11,webserver,1950,146
352.0517,user1,0,483,user11,webserver,1288,48
352.23,user1,0,3,user11,webserver,2418,652
352.3708,user1,0,108,user11,webserver,1240,1202
352.473,user1,0,15,user11,webserver,1563,223
352.6071,user1,0,166,user11,webserver,1484,23
352.881,user1,0,256,user11,webserver,1184,59
353.0578,user1,0,32,user11,webserver,1321,38
353.1402,user1,0,55,user11,webserver,1652,66
353.3188,user1,0,6,user11,webserver,1028,92
353.322,user1,0,13,user11,webserver,1104,74
353.3512,user1,0,90,user11,webserver,1744,202
353.6496,user1,0,19,user11,webserver,1449,13
353.6714,user1,0,1,user11,webserver,1238,264
353.7285,user1,0,59,user11,webserver,1308,58
354.0584,user1,0,51,user11,webserver,1340,1428
354.1288,user1,0,383,user11,webserver,1655,92
354.3568,user1,0,35,user11,webserver,1515,80
354.7021,user1,0,378,user11,webserver,1491,321
354.8436,user1,0,48,user11,webserver,1494,25
354.941,user1,0,137,user11,webserver,1858,148
354.9643,user1,0,431,user11,webserver,1617,107
355.1731,user1,0,276,user11,webserver,1530,6936
355.2245,user1,0,5,user11,webserver,990,59
355.3664,user1,0,10,user11,webserver,1665,1580
355.7221,user1,0,65,user11,webserver,1645,851
355.8804,user1,0,423,user11,webserver,1653,70
355.8887,user1,0,2936,user11,webserver,1576,13
356.011,user1,0,308,user11,webserver,1327,48
356.0285,user1,0,189,user11,webserver,2206,59
356.1128,user1,0,244,user11,webserver,1374,16
356.2364,user1,0,103,user11,webserver,1308,24
356.2687,user1,0,2,user11,webserver,1400,262
356.7417,user1,0,10,user11,webserver,1547,79
356.9264,user1,0,82,user11,webserver,1913,140
357.4748,user1,0,804,user11,webserver,1392,279
357.4812,user1,0,1331,user11,webserver,1509,14
357.4914,user1,0,1404,user11,webserver,1642,51
357.6559,user1,0,80,user11,webserver,1171,102
357.71,user1,0,44,user11,webserver,1496,127
357.8332,user1,0,681,user11,webserver,1768,335
357.9401,user1,0,5,user11,webserver,1756,24
357.9533,user1,0,542,user11,webserver,1511,1717
358.0473,user1,0,19,user11,webserver,1092,30
358.0954,user1,0,100,user11,webserver,1065,10
358.1275,user1,0,149,user11,webserver,1855,47
358.175,user1,0,80,user11,webserver,1214,4
358.2112,user1,0,44,user11,webserver,1347,8
359.7336,user1,0,3,user11,webserver,1838,178
359.9322,user1,0,1,user11,webserver,1524,12
359.9514,user1,0,78,user11,webserver,1625,12
360.1627,user1,0,3,user11,webserver,1815,59
360.2898,user1,0,26,user11,webserver,1242,14
360.4854,user1,0,6,user11,webserver,768,1
360.7975,user1,0,56,user11,webserver,1685,170
360.8193,user1,0,7,user11,webserver,1388,0
360.9178,user1,0,718,user11,webserver,1088,3
361.0223,user1,0,164,user11,webserver,1899,3
361.0662,user1,0,3322,user11,webserver,626,160
361.147,user1,0,49,user11,webserver,1371,223
361.4463,user1,0,97,user11,webserver,1267,54
361.497,user1,0,10264,user11,webserver,1162,316
362.0496,user1,0,587,user11,webserver,1510,6
362.1119,user1,0,3257,user11,webserver,1818,1474
362.1488,user1,0,645,user11,webserver,1418,782
362.1726,user1,0,46,user11,webserver,1151,4517
362.2263,user1,0,105,user11,webserver,1066,3
362.2594,user1,0,4,user11,webserver,1871,42
362.4918,user1,0,158,user11,webserver,1316,1
363.094,user1,0,171,user11,webserver,1441,188
363.1902,user1,0,359,user11,webserver,1759,353
363.2663,user1,0,350,user11,webserver,1443,21
363.8486,user1,0,10,user11,webserver,1542,249
363.8821,user1,0,86,user11,webserver,2031,67
364.4236,user1,0,580,user11,webserver,1776,20
364.4717,user1,0,18,user11,webserver,1370,17
364.5708,user1,0,2,user11,webserver,1855,95
364.7115,user1,0,3,user11,webserver,1204,89
364.848,user1,0,98,user11,webserver,1189,839
364.8724,user1,0,286,user11,webserver,1329,26
365.0578,user1,0,29,user11,webserver,996,291
365.0866,user1,0,23,user11,webserver,910,54
365.2286,user1,0,7,user11,webserver,1728,133
365.3058,user1,0,314,user11,webserver,1111,61
365.3411,user1,0,181,user11,webserver,1125,232
365.7089,user1,0,8,user11,webserver,1371,585
365.7732,user1,0,559,user11,webserver,1319,61
366.0772,user1,0,25,user11,webserver,1348,495
366.1258,user1,0,338,user11,webserver,1220,226
366.1632,user1,0,10,user11,webserver,1632,4
366.2681,user1,0,1006,user11,webserver,1670,1642
366.6764,user1,0,2,user11,webserver,1242,1054
366.6786,user1,0,49,user11,webserver,1791,1023
366.8077,user1,0,25,user11,webserver,1837,482
366.9686,user1,0,313,user11,webserver,1601,0
367.0085,user1,0,82,user11,webserver,1348,10
367.1061,user1,0,197,user11,webserver,1447,21
367.132,user1,0,137,user11,webserver,1452,24
367.217,user1,0,53,user11,webserver,1762,1422
367.3385,user1,0,5,user11,webserver,1427,3516
367.494,user1,0,58,user11,webserver,1275,154
367.5127,user1,0,30,user11,webserver,1170,91
367.9987,user1,0,142,user11,webserver,1633,88
368.047,user1,0,26,user11,webserver,1684,597
368.0591,user1,0,1,user11,webserver,1831,21
368.1002,user1,0,39,user11,webserver,1281,19
368.139,user1,0,11514,user11,webserver,1157,90
368.3026,user1,0,6,user11,webserver,1677,839
368.7706,user1,0,18,user11,webserver,1297,33
369.0689,user1,0,168,user11,webserver,945,13
369.3744,user1,0,344,user11,webserver,1906,13
369.7406,user1,0,17,user11,webserver,1655,572
369.8433,user1,0,93,user11,webserver,1434,398
369.9022,user1,0,16,user11,webserver,988,75
369.9684,user1,0,438,user11,webserver,1884,170
370.0299,user1,0,69,user11,webserver,1661,27
370.2059,user1,0,220,user11,webserver,1743,8
370.4559,user1,0,133,user11,webserver,1552,9957
370.7352,user1,0,51,user11,webserver,1787,353
370.8467,user1,0,21,user11,webserver,1307,19
371.0152,user1,0,74,user11,webserver,1807,110
371.0468,user1,0,57,user11,webserver,1749,27
371.0977,user1,0,160,user11,webserver,1003,4250
371.1681,user1,0,3,user11,webserver,1241,23
371.4126,user1,0,114,user11,webserver,1707,19
371.4424,user1,0,4,user11,webserver,1741,55
371.8414,user1,0,339,user11,webserver,1631,1
372.0326,user1,0,111,user11,webserver,1238,63
372.1685,user1,0,350,user11,webserver,1205,15
372.2315,user1,0,40,user11,webserver,1150,165
373.0066,user1,0,0,user11,webserver,1884,80
373.2944,user1,0,22,user11,webserver,1572,11
373.6114,user1,0,16,user11,webserver,1477,57
373.6458,user1,0,240,user11,webserver,1193,30
373.7175,user1,0,43,user11,webserver,1464,16
373.9358,user1,0,39,user11,webserver,1428,147
373.9677,user1,0,20,user11,webserver,1868,20
373.9867,user1,0,1414,user11,webserver,1215,94
374.0593,user1,0,261,user11,webserver,1500,75
374.0804,user1,0,142,user11,webserver,1524,8902
374.1659,user1,0,260,user11,webserver,1623,219
374.2259,user1,0,66,user11,webserver,1490,305
374.3793,user1,0,95,user11,webserver,1786,466
374.4818,user1,0,8,user11,webserver,1319,15
374.519,user1,0,175,user11,webserver,1381,775
374.6495,user1,0,8,user11,webserver,1724,9
375.4237,user1,0,53,user11,webserver,1779,4
375.5823,user1,0,54,user11,webserver,1198,287
375.6989,user1,0,15,user11,webserver,1377,292
375.7574,user1,0,17,user11,webserver,1325,42
375.8101,user1,0,310,user11,webserver,1568,121
375.8116,user1,0,47,user11,webserver,1394,3
375.9258,user1,0,36,user11,webserver,1370,27
375.9696,user1,0,18,user11,webserver,1267,17
376.0424,user1,0,9,user11,webserver,1564,142
376.1625,user1,0,49,user11,webserver,1664,1943
376.9636,user1,0,71,user11,webserver,1266,124
376.9946,user1,0,130,user11,webserver,1701,128
377.1024,user1,0,304,user11,webserver,887,1
377.1834,user1,0,7,user11,webserver,1716,108
377.1942,user1,0,7,user11,webserver,1137,146
377.6654,user1,0,92,user11,webserver,1160,52
377.7089,user1,0,7,user11,webserver,1530,279
377.8355,user1,0,628,user11,webserver,1544,2
377.8792,user1,0,110,user11,webserver,1407,562
378.2022,user1,0,294,user11,webserver,1595,54
378.2955,user1,0,113,user11,webserver,1602,1163
378.4001,user1,0,1142,user11,webserver,1500,43
378.5537,user1,0,65,user11,webserver,1511,2
378.7628,user1,0,8,user11,webserver,1178,270
378.9574,user1,0,7874,user11,webserver,2207,72
379.0259,user1,0,107,user11,webserver,1495,107
379.0412,user1,0,23,user11,webserver,1386,55
379.4079,user1,0,56,user11,webserver,1482,79
379.4353,user1,0,78,user11,webserver,1338,225
379.4543,user1,0,1880,user11,webserver,1867,35
379.7787,user1,0,49,user11,webserver,1957,649
379.8813,user1,0,109,user11,webserver,1714,1320
379.9661,user1,0,4,user11,webserver,1646,143
380.2021,user1,0,221,user11,webserver,1442,397
380.4245,user1,0,74,user11,webserver,1762,99
380.7401,user1,0,48,user11,webserver,1302,341
380.866,user1,0,9,user11,webserver,1463,466
380.9018,user1,0,221,user11,webserver,1541,6
380.9977,user1,0,350,user11,webserver,1531,13
381.1068,user1,0,32,user11,webserver,1633,13
381.15,user1,0,51,user11,webserver,1938,3917
381.5223,user1,0,21,user11,webserver,1356,119
381.535,user1,0,266,user11,webserver,1491,34
381.6009,user1,0,33,user11,webserver,1664,91
382.1231,user1,0,89,user11,webserver,1251,311
382.1696,user1,0,1,user11,webserver,1562,923
382.2174,user1,0,43,user11,webserver,1429,606
382.2341,user1,0,724,user11,webserver,1627,107
382.3292,user1,0,5,user11,webserver,1658,167
382.5633,user1,0,115,user11,webserver,1995,339
382.611,user1,0,113,user11,webserver,1478,32
383.012,user1,0,142,user11,webserver,1962,166
383.2272,user1,0,7,user11,webserver,1939,36
383.2482,user1,0,9,user11,webserver,1933,2132
383.3041,user1,0,16,user11,webserver,1773,19
383.4062,user1,0,688,user11,webserver,790,428
383.5149,user1,0,371,user11,webserver,1036,10
383.683,user1,0,3,user11,webserver,1566,222
383.8835,user1,0,56,user11,webserver,1921,170
383.9488,user1,0,62,user11,webserver,1588,128
384.0167,user1,0,15,user11,webserver,1163,65
384.1086,user1,0,65,user11,webserver,1466,237
384.3157,user1,0,1343,user11,webserver,1505,89
384.3396,user1,0,293,user11,webserver,1611,177
384.4157,user1,0,42,user11,webserver,1367,4
384.4623,user1,0,5,user11,webserver,1223,59
384.6431,user1,0,299,user11,webserver,1450,13
385.2975,user1,0,117,user11,webserver,1129,260
385.3748,user1,0,11,user11,webserver,1152,25
385.4007,user1,0,2,user11,webserver,1730,130
385.6353,user1,0,30,user11,webserver,1398,65
385.6963,user1,0,185,user11,webserver,1657,19
385.8361,user1,0,57,user11,webserver,1672,45
386.1295,user1,0,57,user11,webserver,812,65
386.1844,user1,0,868,user11,webserver,1488,60
386.3135,user1,0,191,user11,webserver,1500,0
386.3481,user1,0,41,user11,webserver,1611,440
386.4062,user1,0,117,user11,webserver,1257,538
386.5564,user1,0,85,user11,webserver,1599,43
386.6903,user1,0,779,user11,webserver,1208,290
387.2307,user1,0,83,user11,webserver,1739,138
387.2945,user1,0,149,user11,webserver,1135,265
387.443,user1,0,609,user11,webserver,1356,34
387.4611,user1,0,1256,user11,webserver,1338,21
387.6417,user1,0,119,user11,webserver,1556,63
387.6503,user1,0,134,user11,webserver,1619,305
387.9886,user1,0,23,user11,webserver,1660,38
388.1518,user1,0,505,user11,webserver,1599,112
388.3652,user1,0,444,user11,webserver,1259,228
388.4269,user1,0,546,user11,webserver,581,5
388.8644,user1,0,15,user11,webserver,1158,1301
388.9199,user1,0,475,user11,webserver,1599,41
389.0892,user1,0,27,user11,webserver,1327,23
389.3971,user1,0,68,user11,webserver,2018,257
389.6612,user1,0,4,user11,webserver,1352,52
389.7495,user1,0,20,user11,webserver,1408,31
389.8353,user1,0,581,user11,webserver,1450,142
389.8593,user1,0,9,user11,webserver,1644,270
390.5258,user1,0,204,user11,webserver,1890,34
390.5887,user1,0,60,user11,webserver,1253,334
390.7857,user1,0,651,user11,webserver,1470,2
390.963,user1,0,30,user11,webserver,2126,139
391.5466,user1,0,582,user11,webserver,1525,198
391.7163,user1,0,110,user11,webserver,1987,330
391.7484,user1,0,807,user11,webserver,700,166
391.8247,user1,0,1842,user11,webserver,1532,1
391.9718,user1,0,108,user11,webserver,1720,150
392.1795,user1,0,34,user11,webserver,1136,36
392.2159,user1,0,559,user11,webserver,1421,274
392.2281,user1,0,227,user11,webserver,1476,212
392.2684,user1,0,16,user11,webserver,1435,46
392.295,user1,0,698,user11,webserver,1569,583
392.3207,user1,0,165,user11,webserver,1052,13
392.9393,user1,0,11,user11,webserver,1493,4
393.0041,user1,0,98,user11,webserver,1604,589
393.49,user1,0,99,user11,webserver,1807,89
393.5129,user1,0,201,user11,webserver,1301,94
393.6799,user1,0,8,user11,webserver,1463,11
393.7045,user1,0,94,user11,webserver,1574,111
393.7672,user1,0,1132,user11,webserver,1644,104
393.7927,user1,0,2,user11,webserver,1469,133
394.023,user1,0,17,user11,webserver,1388,31
394.0581,user1,0,248,user11,webserver,1735,30
